path_id,x,y,z
0,-3.1000,-118.7000,78.3000
1,-11.7000,-123.1000,78.5000
2,-11.7824,-121.6978,78.5000
3,-6.7073,-118.4197,78.5000
4,-2.8574,-118.6574,78.5000
5,-2.8603,-119.0502,78.5000
6,2.8134,-119.0806,78.5000
7,3.1000,-119.3000,78.5000
8,9.7000,-120.7000,78.5000
9,13.4603,-121.0502,78.3000
10,13.7770,-121.0230,78.3000
11,15.6134,-121.0806,78.5000
12,16.0134,-121.0806,78.5000
13,19.2307,-122.0045,78.5000
14,21.4585,-123.8804,78.7000
15,21.7426,-124.0574,78.7000
16,21.4598,-123.9402,81.5000
17,20.9284,-123.4716,81.5000
18,13.0113,-121.9887,81.5000
19,11.5665,-121.3111,81.7000
20,7.9693,-121.2045,81.3000
21,6.5770,-121.6230,81.7000
22,4.6307,-119.8045,81.3000
23,3.4255,-119.5745,81.3000
24,2.5000,-119.5000,81.5000
25,-1.7426,-119.2574,81.5000
26,-6.7073,-118.6197,81.5000
27,-8.2307,-119.2045,81.5000
28,-10.8585,-121.6804,81.7000
29,-8.2307,-123.2000,81.5000
30,-10.6585,-125.1196,81.5000
31,-9.7284,-126.3284,81.5000
32,-8.3284,-127.3284,81.5000
33,-8.2307,-127.1955,81.5000
34,5.7284,-128.5284,81.5000
35,7.7693,-130.7955,81.5000
36,7.6230,-130.1770,84.5000
37,21.9498,-125.7397,84.7000
38,14.1302,-130.8698,84.3000
39,9.8230,-130.5770,84.5000
40,6.4716,-129.5284,84.3000
41,-0.9402,-128.0598,84.5000
42,-3.7976,-127.8257,84.5000
43,-4.1237,-127.8200,84.5000
44,-7.3073,-127.5803,84.5000
45,-8.9284,-126.5284,84.5000
46,-9.0433,-126.1961,84.7000
47,-10.3000,-122.9000,84.5000
48,-8.5284,-126.9284,87.3000
49,-3.0307,-128.3955,87.3000
50,-0.5000,-128.9000,87.3000
51,15.1693,-131.3955,87.5000
52,10.4927,-130.7803,87.5000
53,7.5000,-130.3000,87.3000
54,6.8964,-130.1401,87.5000
55,3.3000,-129.5000,87.5000
56,2.5955,-126.2935,87.3000
57,-2.3089,-122.2871,87.3000
58,-7.2134,-118.2806,87.3000
59,-9.1955,-125.2307,90.5000
60,-5.1000,-127.9000,90.5000
61,-3.4927,-127.5803,93.5000
62,-2.0964,-125.5401,93.5000
63,-0.7000,-123.5000,93.5000
64,-8.1284,-120.4716,93.5000
65,-9.5000,-123.7000,93.7000
66,-9.5000,-123.5000,96.5000
67,-8.1284,-126.7284,96.5000
68,-4.5741,-126.0178,96.5000
69,-1.0197,-125.3073,96.5000
70,-3.5693,-119.6045,96.5000
71,-2.0716,-120.6716,99.5000
72,-5.1000,-123.7000,99.5000
73,-1.2045,-125.2307,99.3000
74,-8.1284,-126.7284,99.5000
75,-8.1284,-120.6716,99.5000
