viewpoint_id,device,device_type,role,x,y,z,yaw_deg,pitch_deg,roll_deg,target_x,target_y,target_z,layer_k,component_id
0,main_transformer,transformer,inspect_capture,32.2422,-97.2986,77.3000,157.50,0.00,0.00,27.9000,-95.5000,77.3000,14,68
1,main_transformer,transformer,inspect_capture,24.5751,-81.9730,77.3000,-112.50,0.00,0.00,22.7000,-86.5000,77.3000,14,60
2,main_transformer,transformer,inspect_capture,22.2171,-81.7405,77.3000,-112.50,0.00,0.00,19.5000,-88.3000,77.3000,14,45
3,main_transformer,transformer,inspect_capture,4.5000,-78.4000,77.3000,-90.00,0.00,0.00,4.5000,-83.5000,77.3000,14,14
4,main_transformer,transformer,inspect_capture,4.8719,-78.5281,77.5000,-135.00,0.00,0.00,0.7000,-82.7000,77.5000,15,5
5,main_transformer,transformer,inspect_capture,7.5000,-79.0000,77.5000,-90.00,0.00,0.00,7.5000,-86.5000,77.5000,15,6
6,main_transformer,transformer,inspect_capture,9.7751,-79.5730,77.5000,-112.50,0.00,0.00,7.9000,-84.1000,77.5000,15,23
7,main_transformer,transformer,inspect_capture,11.9000,-79.6000,77.5000,-90.00,0.00,0.00,11.9000,-86.5000,77.5000,15,33
8,main_transformer,transformer,inspect_capture,17.4033,-79.3967,77.5000,-135.00,0.00,0.00,12.1000,-84.7000,77.5000,15,35
9,main_transformer,transformer,inspect_capture,18.3000,-80.0000,77.5000,-90.00,0.00,0.00,18.3000,-86.7000,77.5000,15,45
10,main_transformer,transformer,inspect_capture,20.3000,-81.4000,77.5000,-90.00,0.00,0.00,20.3000,-87.1000,77.5000,15,45
11,main_transformer,transformer,inspect_capture,20.9351,-80.8855,77.5000,-101.25,0.00,0.00,19.5000,-87.7000,77.5000,15,45
12,main_transformer,transformer,inspect_capture,22.0000,-81.6000,77.5000,-90.00,0.00,0.00,22.0000,-87.4000,77.5000,15,45
13,main_transformer,transformer,inspect_capture,22.5000,-81.8000,77.5000,-90.00,0.00,0.00,22.5000,-88.9000,77.5000,15,45
14,main_transformer,transformer,inspect_capture,23.5701,-81.7709,77.5000,-112.50,0.00,0.00,20.7000,-88.7000,77.5000,15,45
15,main_transformer,transformer,inspect_capture,23.7000,-81.8000,77.5000,-90.00,0.00,0.00,23.7000,-87.7000,77.5000,15,45
16,main_transformer,transformer,inspect_capture,26.3216,-82.0130,77.5000,-86.05,0.00,0.00,26.7000,-87.5000,77.5000,15,71
17,main_transformer,transformer,inspect_capture,33.8000,-88.5000,77.5000,180.00,0.00,0.00,29.1000,-88.5000,77.5000,15,68
18,main_transformer,transformer,inspect_capture,33.2000,-91.9000,77.5000,180.00,0.00,0.00,28.5000,-91.9000,77.5000,15,68
19,main_transformer,transformer,inspect_capture,-8.4619,-99.0619,77.5000,45.00,0.00,0.00,-3.3000,-93.9000,77.5000,15,0
20,main_transformer,transformer,inspect_capture,-7.2595,-90.6171,77.5000,22.50,0.00,0.00,-0.7000,-87.9000,77.5000,15,2
21,main_transformer,transformer,inspect_capture,-5.6619,-82.3381,77.5000,-45.00,0.00,0.00,-0.5000,-87.5000,77.5000,15,2
22,main_transformer,transformer,inspect_capture,-5.4422,-80.9014,77.5000,-22.50,0.00,0.00,-1.1000,-82.7000,77.5000,15,0
23,main_transformer,transformer,inspect_capture,-4.2376,-77.9624,77.5000,-45.00,0.00,0.00,0.5000,-82.7000,77.5000,15,5
24,main_transformer,transformer,inspect_capture,-5.0619,-79.3381,77.7000,-45.00,0.00,0.00,0.1000,-84.5000,77.7000,16,4
25,main_transformer,transformer,inspect_capture,-7.6291,-91.9701,77.7000,22.50,0.00,0.00,-0.7000,-89.1000,77.7000,16,1
